1,34,190.09,224.78,120.26,110.47,1,-1,-1,-1
2,34,189.40,224.62,120.17,110.58,1,-1,-1,-1
3,34,188.42,223.71,120.42,111.32,1,-1,-1,-1
4,35,244.35,28.83,25.60,23.59,1,-1,-1,-1
4,34,194.05,227.37,115.10,107.57,1,-1,-1,-1
5,35,244.83,28.48,25.27,23.23,1,-1,-1,-1
5,34,195.63,228.32,112.95,106.28,1,-1,-1,-1
6,34,192.05,226.07,116.21,108.57,1,-1,-1,-1
7,34,194.41,227.62,114.21,107.33,1,-1,-1,-1
8,34,191.14,225.63,116.85,109.10,1,-1,-1,-1
9,35,242.51,27.76,25.35,23.30,1,-1,-1,-1
9,34,189.04,224.51,118.58,110.27,1,-1,-1,-1
10,35,241.87,27.29,25.44,23.39,1,-1,-1,-1
10,34,187.99,223.83,119.96,111.10,1,-1,-1,-1
11,35,241.57,26.66,25.69,23.63,1,-1,-1,-1
11,34,187.26,223.65,120.93,111.51,1,-1,-1,-1
12,35,240.27,25.85,26.99,24.50,1,-1,-1,-1
12,34,187.67,224.03,120.99,111.38,1,-1,-1,-1
13,35,239.14,24.90,27.91,25.07,1,-1,-1,-1
13,34,187.46,224.16,121.31,111.32,1,-1,-1,-1
14,35,238.38,24.40,28.67,25.60,1,-1,-1,-1
14,34,187.44,224.02,121.69,111.42,1,-1,-1,-1
15,35,235.58,25.68,29.30,25.67,1,-1,-1,-1
15,34,186.35,223.79,122.09,111.59,1,-1,-1,-1
16,35,234.37,26.29,28.30,25.16,1,-1,-1,-1
16,34,186.66,223.69,122.35,111.69,1,-1,-1,-1
17,35,233.56,25.87,27.49,24.77,1,-1,-1,-1
17,34,186.05,223.32,122.62,111.96,1,-1,-1,-1
18,35,232.92,24.98,27.95,25.14,1,-1,-1,-1
18,34,186.03,223.70,122.35,111.77,1,-1,-1,-1
19,34,186.39,223.83,122.27,111.66,1,-1,-1,-1
20,34,180.53,228.12,114.60,105.60,1,-1,-1,-1
21,34,185.60,225.99,116.39,107.56,1,-1,-1,-1
22,34,187.18,224.82,117.80,108.99,1,-1,-1,-1
23,34,187.58,224.07,118.80,110.06,1,-1,-1,-1
24,34,188.47,223.96,119.46,110.59,1,-1,-1,-1
25,34,188.08,223.69,120.18,111.07,1,-1,-1,-1
26,34,188.71,223.57,120.53,111.37,1,-1,-1,-1
27,34,188.67,223.44,121.26,111.63,1,-1,-1,-1
28,34,188.60,223.49,121.63,111.72,1,-1,-1,-1
29,34,188.21,223.57,121.91,111.73,1,-1,-1,-1
30,34,187.83,222.73,122.38,112.28,1,-1,-1,-1
31,34,178.09,228.64,115.04,106.36,1,-1,-1,-1
32,36,557.27,207.02,37.04,44.92,1,-1,-1,-1
32,34,173.81,233.98,116.09,103.10,1,-1,-1,-1
33,36,557.15,206.76,37.07,44.90,1,-1,-1,-1
33,34,172.19,236.35,117.09,100.94,1,-1,-1,-1
34,36,556.92,206.61,37.26,45.07,1,-1,-1,-1
34,34,171.69,237.85,117.71,99.24,1,-1,-1,-1
35,36,557.04,206.48,37.22,45.12,1,-1,-1,-1
35,34,173.27,236.90,111.59,96.83,1,-1,-1,-1
36,36,556.62,206.46,37.55,45.47,1,-1,-1,-1
36,34,173.09,238.34,113.98,96.54,1,-1,-1,-1
37,36,556.73,206.53,37.55,45.56,1,-1,-1,-1
37,34,172.42,239.26,115.66,96.13,1,-1,-1,-1
38,36,556.75,206.43,37.57,45.65,1,-1,-1,-1
38,34,171.49,239.52,117.07,95.92,1,-1,-1,-1
39,36,556.83,206.45,37.54,45.76,1,-1,-1,-1
39,34,171.08,240.06,117.87,95.52,1,-1,-1,-1
40,36,556.49,206.66,37.78,45.99,1,-1,-1,-1
40,34,170.85,240.27,118.58,95.26,1,-1,-1,-1
41,36,556.43,206.77,37.88,46.20,1,-1,-1,-1
41,34,170.16,240.21,118.94,95.18,1,-1,-1,-1
42,36,556.41,206.83,37.94,46.33,1,-1,-1,-1
42,34,170.14,240.03,119.40,95.22,1,-1,-1,-1
43,36,556.66,206.98,37.80,46.21,1,-1,-1,-1
43,34,182.26,232.07,120.28,99.82,1,-1,-1,-1
44,36,556.68,207.24,37.77,46.23,1,-1,-1,-1
44,34,187.44,228.34,120.83,103.19,1,-1,-1,-1
45,36,556.85,207.15,37.65,46.17,1,-1,-1,-1
45,34,189.50,226.29,121.12,105.72,1,-1,-1,-1
46,36,556.92,207.15,37.57,46.13,1,-1,-1,-1
46,34,189.94,224.81,121.56,107.76,1,-1,-1,-1
47,36,557.14,207.06,37.40,45.96,1,-1,-1,-1
47,34,177.31,232.66,121.41,103.90,1,-1,-1,-1
48,36,557.24,206.84,37.28,45.79,1,-1,-1,-1
48,34,172.89,236.28,121.29,101.17,1,-1,-1,-1
49,36,556.96,207.17,37.41,45.81,1,-1,-1,-1
49,34,171.01,238.03,121.36,99.26,1,-1,-1,-1
50,36,556.75,207.27,37.56,45.83,1,-1,-1,-1
50,34,170.67,238.97,121.46,97.92,1,-1,-1,-1
51,36,556.53,207.61,37.74,45.97,1,-1,-1,-1
51,34,170.52,239.51,121.21,96.97,1,-1,-1,-1
52,36,556.39,207.86,37.89,46.18,1,-1,-1,-1
52,34,172.06,241.89,113.69,94.62,1,-1,-1,-1
53,36,556.46,207.97,37.91,46.24,1,-1,-1,-1
53,34,172.60,241.47,115.33,94.39,1,-1,-1,-1
54,37,263.89,138.37,93.07,85.00,1,-1,-1,-1
54,36,556.75,207.82,37.76,46.26,1,-1,-1,-1
54,34,173.28,244.10,112.94,92.54,1,-1,-1,-1
55,37,263.64,138.67,92.98,84.85,1,-1,-1,-1
55,36,556.61,208.08,37.82,46.35,1,-1,-1,-1
55,34,173.94,245.44,111.16,91.16,1,-1,-1,-1
56,37,263.51,138.83,93.24,85.09,1,-1,-1,-1
56,36,556.85,207.87,37.68,46.35,1,-1,-1,-1
56,34,174.36,246.15,109.62,90.16,1,-1,-1,-1
57,37,263.67,138.73,92.79,84.73,1,-1,-1,-1
57,36,556.56,207.59,37.83,46.51,1,-1,-1,-1
57,34,175.05,246.18,108.77,89.67,1,-1,-1,-1
58,37,263.89,138.66,92.35,84.38,1,-1,-1,-1
58,36,556.38,207.14,37.97,46.73,1,-1,-1,-1
58,34,174.85,246.35,108.13,89.26,1,-1,-1,-1
59,37,264.38,139.00,92.39,84.51,1,-1,-1,-1
59,36,556.25,206.98,38.10,46.87,1,-1,-1,-1
59,34,174.40,246.26,107.66,89.09,1,-1,-1,-1
60,37,264.44,138.89,92.36,84.55,1,-1,-1,-1
60,36,556.24,206.99,38.15,46.97,1,-1,-1,-1
60,34,173.92,246.18,107.40,89.01,1,-1,-1,-1
61,37,264.01,138.72,92.37,84.63,1,-1,-1,-1
61,36,556.65,206.50,37.92,46.75,1,-1,-1,-1
61,34,174.09,246.36,107.25,88.83,1,-1,-1,-1
62,37,263.50,138.83,92.08,84.44,1,-1,-1,-1
62,36,557.05,206.47,37.64,46.48,1,-1,-1,-1
62,34,174.08,246.41,107.15,88.73,1,-1,-1,-1
63,37,263.48,139.00,91.91,84.42,1,-1,-1,-1
63,36,557.19,206.57,37.46,46.36,1,-1,-1,-1
63,34,173.34,246.50,106.97,88.62,1,-1,-1,-1
64,37,263.73,139.06,91.74,84.33,1,-1,-1,-1
64,36,557.34,206.29,37.30,46.27,1,-1,-1,-1
64,34,173.08,246.58,107.02,88.52,1,-1,-1,-1
65,37,264.12,138.85,91.82,84.47,1,-1,-1,-1
65,36,557.41,206.15,37.19,46.11,1,-1,-1,-1
65,34,173.33,246.50,107.07,88.53,1,-1,-1,-1
66,37,263.52,138.83,92.13,84.81,1,-1,-1,-1
66,36,557.52,205.75,37.07,45.94,1,-1,-1,-1
66,34,172.48,243.88,110.78,90.21,1,-1,-1,-1
67,37,263.49,138.87,92.40,85.10,1,-1,-1,-1
67,36,557.84,205.39,36.82,45.59,1,-1,-1,-1
67,34,170.99,242.96,113.62,91.17,1,-1,-1,-1
68,37,263.02,138.81,93.22,85.90,1,-1,-1,-1
68,36,557.81,205.53,36.76,45.43,1,-1,-1,-1
68,34,170.30,242.56,115.57,91.79,1,-1,-1,-1
69,37,262.18,138.86,93.83,86.48,1,-1,-1,-1
69,36,557.92,205.68,36.64,45.35,1,-1,-1,-1
69,34,170.96,244.58,113.39,90.84,1,-1,-1,-1
70,37,262.06,138.73,94.33,86.97,1,-1,-1,-1
70,36,558.23,206.05,36.42,45.24,1,-1,-1,-1
70,34,171.53,245.39,111.83,90.20,1,-1,-1,-1
71,37,261.37,138.16,94.13,86.55,1,-1,-1,-1
71,36,558.14,205.41,36.39,45.12,1,-1,-1,-1
71,34,169.82,243.26,114.43,91.34,1,-1,-1,-1
72,37,261.05,137.93,94.07,86.31,1,-1,-1,-1
72,36,558.26,205.19,36.29,45.02,1,-1,-1,-1
72,34,168.96,242.17,116.41,92.20,1,-1,-1,-1
73,37,261.02,137.87,93.80,85.90,1,-1,-1,-1
73,36,558.20,205.34,36.28,44.91,1,-1,-1,-1
73,34,168.14,241.56,117.95,92.85,1,-1,-1,-1
74,37,260.79,137.88,93.30,85.28,1,-1,-1,-1
74,36,558.15,205.40,36.30,44.88,1,-1,-1,-1
74,34,167.33,241.32,118.99,93.26,1,-1,-1,-1
75,37,260.73,138.09,92.95,84.89,1,-1,-1,-1
75,36,558.42,205.45,36.14,44.80,1,-1,-1,-1
75,34,166.70,240.89,119.80,93.72,1,-1,-1,-1
76,37,261.10,138.27,92.77,84.64,1,-1,-1,-1
76,36,558.35,205.65,36.14,44.91,1,-1,-1,-1
76,34,168.24,243.62,116.35,92.29,1,-1,-1,-1
77,37,260.95,138.19,92.22,83.94,1,-1,-1,-1
77,36,558.62,206.07,35.96,44.93,1,-1,-1,-1
77,34,169.74,244.85,113.97,91.25,1,-1,-1,-1
78,37,261.10,138.66,91.98,83.65,1,-1,-1,-1
78,36,558.70,206.32,35.86,44.98,1,-1,-1,-1
78,34,187.43,235.83,112.41,93.64,1,-1,-1,-1
79,37,261.11,138.66,91.36,83.03,1,-1,-1,-1
79,36,558.61,206.28,35.88,45.08,1,-1,-1,-1
79,34,194.80,231.87,110.99,95.29,1,-1,-1,-1
80,37,261.21,138.71,90.85,82.51,1,-1,-1,-1
80,36,558.52,206.24,35.92,45.16,1,-1,-1,-1
80,34,197.89,230.19,109.83,96.48,1,-1,-1,-1
81,37,260.79,138.80,90.74,82.51,1,-1,-1,-1
81,36,558.43,205.87,35.97,45.01,1,-1,-1,-1
81,34,180.23,240.44,108.90,93.42,1,-1,-1,-1
82,37,260.83,139.03,90.91,82.67,1,-1,-1,-1
82,36,558.51,205.72,35.94,44.88,1,-1,-1,-1
82,34,174.24,244.59,108.08,91.39,1,-1,-1,-1
83,38,459.71,101.64,23.07,21.58,1,-1,-1,-1
83,37,260.65,139.18,91.43,83.13,1,-1,-1,-1
83,36,558.45,205.60,35.97,44.77,1,-1,-1,-1
83,34,171.78,246.23,107.74,90.09,1,-1,-1,-1
84,38,459.35,101.60,23.35,21.83,1,-1,-1,-1
84,37,260.73,139.08,92.21,83.90,1,-1,-1,-1
84,36,558.46,205.41,35.98,44.72,1,-1,-1,-1
84,34,171.13,247.11,107.41,89.12,1,-1,-1,-1
85,38,459.00,101.70,23.43,21.83,1,-1,-1,-1
85,37,260.57,138.94,92.53,84.17,1,-1,-1,-1
85,36,558.49,205.30,35.96,44.75,1,-1,-1,-1
85,34,170.74,247.42,107.34,88.53,1,-1,-1,-1
86,38,458.53,101.87,23.19,21.53,1,-1,-1,-1
86,37,260.94,138.85,93.28,84.92,1,-1,-1,-1
86,36,558.49,204.70,35.96,44.69,1,-1,-1,-1
86,34,170.71,247.73,107.24,88.04,1,-1,-1,-1
87,38,458.06,101.66,23.01,21.34,1,-1,-1,-1
87,37,261.29,138.76,93.88,85.59,1,-1,-1,-1
87,36,558.25,204.57,36.10,44.79,1,-1,-1,-1
87,34,170.97,248.17,107.02,87.53,1,-1,-1,-1
88,38,457.83,101.52,22.82,21.15,1,-1,-1,-1
88,37,261.31,138.82,94.10,85.86,1,-1,-1,-1
88,36,557.92,204.53,36.33,44.95,1,-1,-1,-1
88,34,170.69,248.24,107.05,87.28,1,-1,-1,-1
89,38,457.63,101.40,22.59,20.94,1,-1,-1,-1
89,37,261.46,138.51,94.81,86.65,1,-1,-1,-1
89,36,557.84,204.01,36.45,44.91,1,-1,-1,-1
89,34,189.77,236.29,107.50,90.80,1,-1,-1,-1
90,38,457.31,101.20,22.27,20.69,1,-1,-1,-1
90,37,261.21,138.32,95.30,87.17,1,-1,-1,-1
90,36,557.47,203.91,36.73,45.13,1,-1,-1,-1
90,34,196.96,231.12,107.73,93.46,1,-1,-1,-1
91,37,260.49,138.04,95.74,87.51,1,-1,-1,-1
91,36,557.35,203.65,36.89,45.09,1,-1,-1,-1
91,34,199.11,229.01,107.54,95.10,1,-1,-1,-1
92,37,260.17,137.86,96.42,88.05,1,-1,-1,-1
92,36,557.54,203.32,36.86,44.99,1,-1,-1,-1
92,34,200.09,227.96,107.29,96.21,1,-1,-1,-1
93,37,260.27,137.63,96.77,88.38,1,-1,-1,-1
93,36,557.70,202.79,36.78,44.80,1,-1,-1,-1
93,34,200.56,226.95,107.19,97.10,1,-1,-1,-1
94,39,377.31,129.17,22.07,20.74,1,-1,-1,-1
94,37,259.95,137.58,96.86,88.37,1,-1,-1,-1
94,36,557.59,202.58,36.84,44.90,1,-1,-1,-1
94,34,200.53,226.45,106.99,97.61,1,-1,-1,-1
95,40,485.12,163.02,22.16,21.89,1,-1,-1,-1
95,39,377.09,129.08,22.06,20.76,1,-1,-1,-1
95,37,259.86,137.52,96.88,88.23,1,-1,-1,-1
95,36,556.94,200.32,37.36,41.68,1,-1,-1,-1
95,34,200.94,226.18,106.65,97.73,1,-1,-1,-1
96,40,484.73,162.90,22.07,21.86,1,-1,-1,-1
96,39,376.81,128.81,21.96,20.69,1,-1,-1,-1
96,37,259.17,137.61,96.75,87.98,1,-1,-1,-1
96,36,556.52,199.66,37.70,39.80,1,-1,-1,-1
96,34,202.14,225.94,105.95,97.35,1,-1,-1,-1
97,40,484.39,162.66,22.02,21.83,1,-1,-1,-1
97,39,376.61,128.62,21.96,20.71,1,-1,-1,-1
97,37,258.92,137.71,96.08,87.29,1,-1,-1,-1
97,36,556.44,199.88,37.83,38.23,1,-1,-1,-1
97,34,181.34,239.00,105.91,93.91,1,-1,-1,-1
98,40,484.09,162.18,21.96,21.73,1,-1,-1,-1
98,39,376.27,128.35,21.93,20.74,1,-1,-1,-1
98,37,258.98,138.23,95.97,87.14,1,-1,-1,-1
98,36,556.64,200.69,37.76,37.07,1,-1,-1,-1
98,34,173.25,244.49,105.82,91.50,1,-1,-1,-1
99,40,483.83,161.81,21.98,21.68,1,-1,-1,-1
99,39,376.00,128.09,21.90,20.78,1,-1,-1,-1
